Subject,Date,Order,Name,Rating,Trigger,Memory
25,2024-04-17,72,m_DrinkingWater2_s.wav,3,,Yes
25,2024-04-17,82,m_DrinkingWater3_s.wav,0,,No
25,2024-04-17,89,m_DrinkingWater_s.wav,0,,No
25,2024-04-17,74,m_EatingCandy_s.wav,0,,No
25,2024-04-17,17,m_EatingSaladCutlery_s.wav,0,,No
25,2024-04-17,11,m_EatingSmallCrunches_s.wav,-4,Yes,
25,2024-04-17,23,m_FemalePanting_s.wav,1,,No
25,2024-04-17,99,m_FemaleSneeze_s.wav,3,,No
25,2024-04-17,63,m_FingerTapping_s.wav,0,,No
25,2024-04-17,96,m_GarglingWaterCombined_s.wav,0,,No
25,2024-04-17,47,m_GumChewing2_s.wav,0,,Yes
25,2024-04-17,108,m_GumChewing_s.wav,0,,No
25,2024-04-17,81,m_HeavyBreathing2_s.wav,0,,Yes
25,2024-04-17,95,m_HeavyBreathing_s.wav,0,,Yes
25,2024-04-17,4,m_Hiccup_s.wav,0,,No
25,2024-04-17,21,m_HotTeaSlurping_s.wav,-4,Yes,
25,2024-04-17,66,m_iads_Chewing_724_s.wav,0,,No
25,2024-04-17,75,m_IADS_FemaleCough_242_s.wav,0,,Yes
25,2024-04-17,98,m_iads_Hiccup_245_s.wav,0,,No
25,2024-04-17,51,m_IADS_MaleSnore_252_s.wav,0,,Yes
25,2024-04-17,45,m_iads_ManWheeze_244_s.wav,0,,No
25,2024-04-17,34,m_IADS_Vomit_255_s.wav,-6,Yes,
25,2024-04-17,91,m_iads_Whistling_270_s.wav,4,,No
25,2024-04-17,43,m_IceCubesCrunchingChewing_s.wav,0,,No
25,2024-04-17,37,m_Keyboard2_s.wav,2,,Yes
25,2024-04-17,56,m_Keyboard_s.wav,0,,Yes
25,2024-04-17,83,m_LipsSmacking_s.wav,0,,No
25,2024-04-17,3,m_PenClicking_s.wav,0,,No
25,2024-04-17,10,m_RunnyNose_s.wav,0,,No
25,2024-04-17,58,m_SippingCoffeeCombined_s.wav,-2,No,
25,2024-04-17,30,m_SlowHardBreathing_s.wav,0,,No
25,2024-04-17,80,m_SlurpingEatingCombined_s.wav,-7,Yes,
25,2024-04-17,109,m_SlurpingNoodles_s.wav,-4,Yes,
25,2024-04-17,106,m_SneezeReady_s.wav,0,,No
25,2024-04-17,31,m_Sneeze_s.wav,2,,No
25,2024-04-17,105,m_Sneezing_s.wav,2,,No
25,2024-04-17,28,m_Sniffing_s.wav,0,,No
25,2024-04-17,87,m_Sniffling_s.wav,0,,No
25,2024-04-17,29,m_SnoringD_s.wav,0,,Yes
25,2024-04-17,5,m_Snoring_s.wav,0,,No
25,2024-04-17,76,m_SoftChewing_s.wav,0,,No
25,2024-04-17,22,m_ThroatClearing3_s.wav,2,,No
25,2024-04-17,27,m_ThroatClearing4_s.wav,1,,No
25,2024-04-17,79,m_ThroatClearing5_s.wav,0,,No
25,2024-04-17,20,m_ThroatClearingD_s.wav,0,,No
25,2024-04-17,1,m_Typing_s.wav,3,,Yes
25,2024-04-17,13,m_WalkingInHeels_s.wav,0,,No
25,2024-04-17,84,m_WaterPouring_s.wav,0,,No
25,2024-04-17,19,m_Whistling2_s.wav,0,,No
25,2024-04-17,26,m_Whistling_s.wav,6,,No
25,2024-04-17,41,m_Yawning_s.wav,2,,No
25,2024-04-17,8,m_Yawn_s.wav,1,,No
25,2024-04-17,35,n_BirdsSinging_s.wav,6,,Yes
25,2024-04-17,40,n_BugsAtNight_s.wav,0,,No
25,2024-04-17,9,n_Faucet Sound_s.wav,0,,No
25,2024-04-17,12,n_Harp_s.wav,9,,Yes
25,2024-04-17,24,n_PourIntoCup_s.wav,6,,Yes
25,2024-04-17,93,n_RainOnTrees_s.wav,4,,Yes
25,2024-04-17,68,n_RobinChirping_s.wav,5,,Yes
25,2024-04-17,42,n_VaccuumCleaner_s.wav,0,,Yes
25,2024-04-17,61,n_WashingMachine_s.wav,2,,Yes
25,2024-04-17,33,n_WaterStream_s.wav,3,,No
25,2024-04-17,16,n_WindChimes_s.wav,8,,No
